what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917452620
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311917453253
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311917453982
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311917456823
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311917457032
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1311917460692
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917462205
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917477716
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917478529
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917507826
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917513244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917516315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917522051
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917536701
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917537006
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917537192
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311917537779
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311917538455
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311917540248
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917542268
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917551829
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311917553224
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917556196
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917559558
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917559953
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917560195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311917560973
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311917561329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311917563011
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311917564839
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1311917567250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917569697
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917577420
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917577872
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917587667
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917588481
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917655153
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917660393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917664238
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917670376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917688291
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917688636
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917688829
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311917692666
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311917693410
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311917695658
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917698460
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917703989
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1311917705751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917706993
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917709274
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311917710534
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311917713417
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917715896
