what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311912845173
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311912845191
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311912845245
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311912845260
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311912845273
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311912845759
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311912868751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311912869512
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311912895854
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311912900297
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311912903568
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311912907581
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311912909927
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311912910319
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311912910510
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311912911239
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311912911891
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311912913734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311912914766
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311912927356
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311912929289
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311912933029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311912935741
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311912936058
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311912936233
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311912936841
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311912937435
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311912939067
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311912940011
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311912947267
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311912948333
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311912951641
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311912954923
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311912955233
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311912955398
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311912955871
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311912956423
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311912958217
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311912959934
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1311912962152
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1311912964830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311912968715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311913164560
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311913166874
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311913169515
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1311913173350
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1311913173422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311913173488
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311913174736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311913177062
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311913178350
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1311913180467
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311913190785
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311913193120
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311913193417
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311913199324
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311913207993
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311913208189
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311913209091
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1311913209299
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311913212067
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311913213658
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1311913215823
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311913217039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311913220134
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1311913221068
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311913222585
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311913222585
