what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916425784
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916426690
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916445654
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311916447385
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916451836
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916454676
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916455026
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916455213
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311916455642
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311916456264
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311916461123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916462636
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916468195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311916474110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916476407
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916497832
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311916499327
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916502038
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916505390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916511455
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916528617
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916529000
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916529221
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311916529452
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311916530225
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311916532619
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916532941
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916551364
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311916555027
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916556409
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916558709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916559287
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916560679
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1311916581289
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916583966
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916584985
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311916589959
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916592605
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916592891
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311916596974
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311916601112
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916601986
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916616728
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916617193
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916623864
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916629426
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1311916634002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311916637409
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916653926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916656314
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916657308
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916665903
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311916670235
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916670746
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311916674023
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916674025
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916674046
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916674065
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916674086
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916675184
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916675467
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311916676410
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311916677540
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311916681967
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916682504
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916689946
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311916695357
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916695666
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916695913
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311916699707
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311916705933
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916710183
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916711701
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1311916711787
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916719909
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916720201
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916722403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916724225
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916725156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916736703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916740360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916752108
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311916758405
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916778404
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916778657
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916784995
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916795074
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311916802376
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1311916804359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916811273
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916813188
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311916813570
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916817917
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916818227
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916820126
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916828037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916831075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916836101
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311916840285
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916842328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916845092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311916849655
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916853477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916853669
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916855354
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916860080
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311916860144
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1311916861327
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311916867018
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916869986
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916875229
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916876489
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311916882168
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1311916968430
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311916972429
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311916983587
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916984619
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311916997607
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311916999400
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917002372
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917005717
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917006677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917008794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917014411
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917029619
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917029948
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917030097
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311917030893
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311917031485
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311917033300
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917034546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917046141
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311917048438
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917052005
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917055700
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917055980
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917056174
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311917057006
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311917057559
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311917060320
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917060728
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917082506
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311917084950
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917090461
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917095923
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917101259
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917122927
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917123366
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917123533
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311917124682
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917125890
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311917126979
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311917129445
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917131662
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917215636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917217322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917220174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917220486
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917222439
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311917224366
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917227130
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917232125
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917232396
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917232567
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311917233213
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311917233910
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311917236341
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311917240276
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917244294
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311917250074
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1311917258322
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311917263582
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917268166
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311917269902
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917270190
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917275116
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917280000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917280826
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917286306
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311917287518
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917288225
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917291876
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917292434
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917329253
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917331670
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917344475
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917367488
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917402117
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917406218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917409173
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917410058
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917416168
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917418568
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311917420148
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917420150
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917420186
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917420229
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917420258
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917420285
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917420313
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917420343
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917420393
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917420424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917426180
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311917428956
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311917429365
