what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910692869
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311910693243
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311910693463
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311910694248
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311910694880
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311910697106
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311910698341
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1311910700483
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910703064
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910713092
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910716624
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910720311
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910724092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910736418
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311910736842
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311910737600
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311910738348
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311910739176
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311910741135
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311910742603
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1311910744983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910746975
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910754638
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910758024
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910781279
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910785126
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910788383
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910792604
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910797132
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311910797571
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311910797816
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910798330
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910803222
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311910803998
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311910804639
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311910806677
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311910808281
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1311910811148
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1311910814873
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910817739
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910832968
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311910833954
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910837400
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910840359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910844550
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910860700
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311910861491
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311910861676
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311910862228
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311910863100
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311910865100
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311910867095
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1311910869410
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1311910871452
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910875965
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910891875
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311910893419
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910897799
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910900944
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910904754
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910908377
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311910908769
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311910909018
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311910909516
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311910910214
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311910912290
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311910914658
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1311910917400
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1311910922231
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910927887
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910939253
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910939991
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910942696
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311910943477
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910947431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910951148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910955437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910960313
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311910960852
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311910961017
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311910962276
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311910962953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311910964735
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311910967993
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1311910970538
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910972738
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910975878
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910975973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910978788
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910978889
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910980663
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910984016
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910993770
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311910996814
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911000024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911004731
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911009048
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911009497
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911009665
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311911010100
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311911010699
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311911012666
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311911014749
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1311911017295
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1311911022936
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311911032920
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911033314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911043739
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911046934
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911050890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911054940
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911058734
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911059037
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911059198
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311911059842
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311911060403
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311911061824
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311911063201
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1311911065275
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1311911067019
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911069046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911079409
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311911080260
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911082852
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911086623
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911090988
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911094300
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911094683
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911094845
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311911095329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311911095865
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311911097566
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311911100509
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1311911102850
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1311911103857
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911106743
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911113176
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311911114982
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911116505
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911116924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911430231
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911433228
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911494552
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311911495736
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911498539
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911501957
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911505688
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911508560
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911509155
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911509504
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311911510062
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311911511099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311911512799
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311911514519
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1311911518063
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1311911520408
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911529577
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1311911531186
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911531234
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911531400
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911531418
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911531436
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911531453
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911531469
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911531486
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911531502
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911531519
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911531538
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911531555
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911531582
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911531598
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911531615
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911531637
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911531654
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911531669
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311911533410
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911537605
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911547216
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911550408
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911553633
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911557980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911560240
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911560656
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911560927
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311911561804
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311911562648
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311911564136
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311911565757
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1311911568256
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911570817
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911584310
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911588306
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911591767
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911597136
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311911607109
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911607467
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311911607731
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1311911608892
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311911609311
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311911610624
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1311911611971
